784, 16, 16, 10
0, 0.840188, 0, 0.394383, 0, 0.783099, 0, 0.79844, 0, 0.911647, 0, 0.197551, 0, 0.335223, 0, 0.76823, 0, 0.277775, 0, 0.55397, 0, 0.477397, 0, 0.628871, 0, 0.364784, 0, 0.513401, 0, 0.95223, 0, 0.916195, 0
0, 0.635712, 0, 0.717297, 0, 0.141603, 0, 0.606969, 0, 0.0163006, 0, 0.242887, 0, 0.137232, 0, 0.804177, 0, 0.156679, 0, 0.400944, 0, 0.12979, 0, 0.108809, 0, 0.998925, 0, 0.218257, 0, 0.512932, 0, 0.839112, 0
0, 0.61264, 0, 0.296032, 0, 0.637552, 0, 0.524287, 0, 0.493583, 0, 0.972775, 0, 0.292517, 0, 0.771358, 0, 0.526745, 0, 0.769914, 0, 0.400229, 0, 0.891529, 0, 0.283315, 0, 0.352458, 0, 0.807725, 0, 0.919026, 0
0, 0.0697553, 0, 0.949327, 0, 0.525995, 0, 0.0860558, 0, 0.192214, 0, 0.663227, 0, 0.890233, 0, 0.348893, 0, 0.0641713, 0, 0.020023, 0, 0.457702, 0, 0.0630958, 0, 0.23828, 0, 0.970634, 0, 0.902208, 0, 0.85092, 0
0, 0.266666, 0, 0.53976, 0, 0.375207, 0, 0.760249, 0, 0.512535, 0, 0.667724, 0, 0.531606, 0, 0.0392803, 0, 0.437638, 0, 0.931835, 0, 0.93081, 0, 0.720952, 0, 0.284293, 0, 0.738534, 0, 0.639979, 0, 0.354049, 0
0, 0.687861, 0, 0.165974, 0, 0.440105, 0, 0.880075, 0, 0.829201, 0, 0.330337, 0, 0.228968, 0, 0.893372, 0, 0.35036, 0, 0.68667, 0, 0.956468, 0, 0.58864, 0, 0.657304, 0, 0.858676, 0, 0.43956, 0, 0.92397, 0
0, 0.398437, 0, 0.814767, 0, 0.684219, 0, 0.910972, 0, 0.482491, 0, 0.215825, 0, 0.950252, 0, 0.920128, 0, 0.14766, 0, 0.881062, 0, 0.641081, 0, 0.431953, 0, 0.619596, 0, 0.281059, 0, 0.786002, 0, 0.307458, 0
0, 0.447034, 0, 0.226107, 0, 0.187533, 0, 0.276235, 0, 0.556444, 0, 0.416501, 0, 0.169607, 0, 0.906804, 0, 0.103171, 0, 0.126075, 0, 0.495444, 0, 0.760475, 0, 0.984752, 0, 0.935004, 0, 0.684445, 0, 0.383188, 0
0, 0.749771, 0, 0.368664, 0, 0.29416, 0, 0.232262, 0, 0.584489, 0, 0.244413, 0, 0.15239, 0, 0.732149, 0, 0.125475, 0, 0.79347, 0, 0.164102, 0, 0.745071, 0, 0.0745298, 0, 0.950104, 0, 0.0525293, 0, 0.521563, 0
0, 0.176211, 0, 0.240062, 0, 0.797798, 0, 0.732654, 0, 0.656564, 0, 0.967405, 0, 0.639458, 0, 0.759735, 0, 0.0934805, 0, 0.134902, 0, 0.52021, 0, 0.0782321, 0, 0.0699064, 0, 0.204655, 0, 0.46142, 0, 0.819677, 0
0, 0.573319, 0, 0.755581, 0, 0.0519388, 0, 0.157807, 0, 0.999994, 0, 0.204329, 0, 0.889956, 0, 0.125468, 0, 0.997799, 0, 0.0540576, 0, 0.87054, 0, 0.0723288, 0, 0.00416161, 0, 0.923069, 0, 0.593892, 0, 0.180372, 0
0, 0.163131, 0, 0.39169, 0, 0.913027, 0, 0.819695, 0, 0.359095, 0, 0.552485, 0, 0.57943, 0, 0.452576, 0, 0.687387, 0, 0.0996401, 0, 0.530808, 0, 0.757294, 0, 0.304295, 0, 0.992228, 0, 0.576971, 0, 0.877614, 0
0, 0.747857, 0, 0.628937, 0, 0.0354574, 0, 0.747813, 0, 0.83328, 0, 0.925387, 0, 0.873281, 0, 0.831044, 0, 0.979454, 0, 0.743849, 0, 0.903403, 0, 0.983621, 0, 0.66685, 0, 0.497271, 0, 0.163998, 0, 0.830003, 0
